central_bank_code,currency,indicator_key,indicator,indicator_category,target_families,initial_signed_weight,initial_abs_weight,avg_abs_correlation,avg_model_importance,avg_pca_score,economic_rationale,initial_normalized_abs_weight,impact_score,contribution_hit_rate,refinement_multiplier,refined_signed_weight,refined_abs_weight,refined_normalized_abs_weight,weight_change,refinement_rationale,production_signed_weight,production_abs_weight,production_weight_pct
BOC,CAD,manufacturing_pmi,Manufacturing PMI,Growth,"gdp_growth,inflation,unemployment",0.0386870362317645,0.0386870362317645,0.3531842144501758,0.0276737555405183,0.3679183096955488,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.41. moderate negative Pearson correlation (-0.41); Spearman -0.40; PCA loading signal 0.37; model importance signal 0.01",0.0532264854536001,-0.219857787290809,0.4081632653061224,0.780142212709191,0.0301813900490094,0.0301813900490094,0.0429097695085837,-0.0103167159450164,Reduced: contribution moved against forward FX returns.,0.07093055509899397,0.07093055509899397,7.093055509899397
BOC,CAD,balance_of_trade,Balance of Trade,Trade,"gdp_growth,inflation,unemployment",0.037133030829142,0.037133030829142,0.3038581297669971,0.0261045536674467,0.2338486366816714,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.36. weak negative Pearson correlation (-0.36); Spearman -0.45; PCA loading signal 0.23; model importance signal 0.05",0.0510884502352395,-0.2028115396821909,0.4189189189189189,0.797188460317809,0.0296020236736174,0.0296020236736174,0.0420860673004109,-0.0090023829348286,Reduced: contribution moved against forward FX returns.,0.06956896179446043,0.06956896179446043,6.956896179446042
BOE,GBP,retail_price_index_yoy,Retail Price Index (YoY),Inflation,"gdp_growth,inflation,unemployment",0.0443680667130784,0.0443680667130784,0.5979164054232052,0.0812440794673253,0.2535130341110903,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.90. strong positive Pearson correlation (0.90); Spearman 0.91; same macro theme; PCA loading signal 0.25; model importance signal 0.04",0.066213219855827,-0.0849188114803865,0.4533333333333333,0.9150811885196136,0.0406003832201213,0.0406003832201213,0.0655937966677931,-0.0006194231880339,Mostly unchanged: validation signal was neutral.,0.10983498535435206,0.10983498535435206,10.983498535435206
BOE,GBP,cpi_headline_yoy,Headline CPI (YoY),Inflation,"gdp_growth,inflation,unemployment",0.0425780752675698,0.0425780752675698,0.5900802416607784,0.0,0.2486118719189385,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.91. strong positive Pearson correlation (0.91); Spearman 0.93; same macro theme; PCA loading signal 0.25",0.0635419045179744,-0.0989382098298808,0.44,0.9010617901701192,0.0383654767225945,0.0383654767225945,0.061983091774307,-0.0015588127436674,Mostly unchanged: validation signal was neutral.,0.10378896058918313,0.10378896058918313,10.378896058918313
BOE,GBP,avg_earnings_excl_bonus,Average Earnings (excl. Bonus),Labor,"gdp_growth,inflation,unemployment",0.0328416291713871,0.0328416291713871,0.4113857542992002,0.0083638970834729,0.2915968584737229,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.64. moderate positive Pearson correlation (0.64); Spearman 0.61; PCA loading signal 0.29; model importance signal 0.03",0.0490116016731376,0.0578507029096446,0.5416666666666666,1.057850702909645,0.0347415405036497,0.0347415405036497,0.056128276705352,0.0071166750322144,Mostly unchanged: validation signal was neutral.,0.0939852358466136,0.0939852358466136,9.39852358466136
BOE,GBP,avg_earnings_incl_bonus,Average Earnings (incl. Bonus),Labor,"gdp_growth,inflation,unemployment",0.0353901206972915,0.0353901206972915,0.4307208343776251,0.0849819220464679,0.2454055105116915,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.62. moderate positive Pearson correlation (0.62); Spearman 0.65; PCA loading signal 0.25",0.0528148737606202,-0.0257428976766187,0.5068493150684932,0.9742571023233813,0.0344790764414179,0.0344790764414179,0.0557042409459529,0.0028893671853326,Mostly unchanged: validation signal was neutral.,0.09327519977934351,0.09327519977934351,9.327519977934351
BOE,GBP,ppi_output_yoy,PPI Output (YoY),Inflation,"gdp_growth,inflation,unemployment",0.0374723502939535,0.0374723502939535,0.4772837352190849,0.0,0.2812314370314687,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.56. moderate positive Pearson correlation (0.56); Spearman 0.47; same macro theme; PCA loading signal 0.28",0.0559223142304898,-0.1562167092191023,0.4925373134328358,0.8437832907808976,0.0316185430443266,0.0316185430443266,0.0510827760451673,-0.0048395381853225,Reduced: contribution moved against forward FX returns.,0.08553668553745208,0.08553668553745208,8.553668553745208
BOE,GBP,ppi_core_output_yoy,PPI Core Output (YoY),Inflation,"gdp_growth,inflation,unemployment",0.0367908919723467,0.0367908919723467,0.465461876657556,0.0304942787645627,0.2791065365445043,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.60. moderate positive Pearson correlation (0.60); Spearman 0.48; same macro theme; PCA loading signal 0.28; model importance signal 0.03",0.0549053316794373,-0.1465822354355998,0.4848484848484848,0.8534177645644001,0.0313980007833704,0.0313980007833704,0.0507264689595079,-0.0041788627199293,Reduced: contribution moved against forward FX returns.,0.08494005924772449,0.08494005924772449,8.494005924772448
BOE,GBP,ppi_input_yoy,PPI Input (YoY),Inflation,"gdp_growth,inflation,unemployment",0.0354253344362014,0.0354253344362014,0.4545481355448944,0.0129347318966716,0.2980000646450012,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.44. moderate positive Pearson correlation (0.44); Spearman 0.32; same macro theme; PCA loading signal 0.30",0.0528674254088916,-0.1551097788988649,0.4626865671641791,0.8448902211011351,0.0299305186443838,0.0299305186443838,0.048355611410789,-0.0045118139981026,Reduced: contribution moved against forward FX returns.,0.08097012432446282,0.08097012432446282,8.097012432446283
BOE,GBP,retail_price_index_mom,Retail Price Index (MoM),Inflation,"gdp_growth,inflation,unemployment",0.0317262422465093,0.0317262422465093,0.3360878188621005,0.0169973740847086,0.2117028743733909,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.36. weak positive Pearson correlation (0.36); Spearman 0.41; same macro theme; PCA loading signal 0.21; model importance signal 0.01",0.0473470405337297,-0.0637961372789774,0.5070422535211268,0.9362038627210224,0.0297022305408049,0.0297022305408049,0.047986790176599,0.0006397496428692,Mostly unchanged: validation signal was neutral.,0.08035254344161208,0.08035254344161208,8.035254344161208
BOE,GBP,cbi_industrial_trends_orders,CBI Industrial Trends Orders,Sentiment,"gdp_growth,inflation,unemployment",0.0345967562969614,0.0345967562969614,0.4660383235069441,0.0409992536745299,0.2788656517782382,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.69. moderate positive Pearson correlation (0.69); Spearman 0.65; PCA loading signal 0.28; model importance signal 0.04",0.0516308868223443,-0.1882340873991825,0.4342105263157895,0.8117659126008175,0.028084467448431,0.028084467448431,0.0453731393949668,-0.0062577474273775,Reduced: contribution moved against forward FX returns.,0.07597605801303026,0.07597605801303026,7.597605801303025
BOE,GBP,ppi_core_output_mom,PPI Core Output (MoM),Inflation,"gdp_growth,inflation,unemployment",0.0285582229654916,0.0285582229654916,0.3158183288062273,0.0108480582746133,0.2382455068684382,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.24. weak positive Pearson correlation (0.24); Spearman 0.15; same macro theme; PCA loading signal 0.24; model importance signal 0.02",0.0426192087235668,-0.1217023916041179,0.5,0.878297608395882,0.0250826189306276,0.0250826189306276,0.0405233664202446,-0.0020958423033221,Reduced: contribution moved against forward FX returns.,0.06785524826102972,0.06785524826102972,6.7855248261029715
BOE,GBP,cpi_headline_mom,Headline CPI (MoM),Inflation,"gdp_growth,inflation,unemployment",0.0293497111139443,0.0293497111139443,0.3137581733128043,0.0,0.2016623350347221,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.35. weak positive Pearson correlation (0.35); Spearman 0.35; same macro theme; PCA loading signal 0.20",0.0438003956147082,-0.182756704214557,0.4264705882352941,0.817243295785443,0.0239858546411104,0.0239858546411104,0.0387514389630813,-0.0050489566516269,Reduced: contribution moved against forward FX returns.,0.06488820509241752,0.06488820509241752,6.488820509241752
BOE,GBP,employment_change,Employment Change,Labor,"gdp_growth,inflation,unemployment",0.0209164949195977,0.0209164949195977,0.2036140570288058,0.0070207965572845,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.10. weak negative Pearson correlation (-0.10); Spearman -0.09; same macro theme; model importance signal 0.02",0.0312149836430978,0.0355561322179152,0.5753424657534246,1.0355561322179152,0.0216602045784943,0.0216602045784943,0.0349941291736486,0.0037791455305507,Mostly unchanged: validation signal was neutral.,0.058596694512778616,0.058596694512778616,5.8596694512778615
BOJ,JPY,coincident_index,Coincident Index,Growth,"gdp_growth,inflation,unemployment",0.0389106077992416,0.0389106077992416,0.4480574257914596,0.1086280036698598,0.2030862697210741,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.59. moderate negative Pearson correlation (-0.59); Spearman -0.57; PCA loading signal 0.20; model importance signal 0.05",0.051422109738012,0.0035875326404333,0.4864864864864865,1.003587532640433,0.0390502008747805,0.0390502008747805,0.0559265331230794,0.0045044233850673,Mostly unchanged: validation signal was neutral.,0.10722389364680363,0.10722389364680363,10.722389364680362
BOJ,JPY,cpi_ex_food_energy_yoy,CPI Ex Food and Energy (YoY),Inflation,"gdp_growth,inflation,unemployment",0.0388172707663342,0.0388172707663342,0.4707342617995763,0.0094398985943179,0.299368559399061,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.84. strong positive Pearson correlation (0.84); Spearman 0.79; same macro theme; PCA loading signal 0.30; model importance signal 0.01",0.0512987606715171,-0.0055335783842754,0.4864864864864865,0.9944664216157244,0.038602472355885,0.038602472355885,0.0552853096906456,0.0039865490191284,Mostly unchanged: validation signal was neutral.,0.10599452237553583,0.10599452237553583,10.599452237553583
BOJ,JPY,services_pmi,S&P Global Services PMI,Growth,"gdp_growth,inflation,unemployment",0.0397740212277819,0.0397740212277819,0.5006541107363575,0.1069013274807588,0.2276024113633742,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.65. moderate positive Pearson correlation (0.65); Spearman 0.14; same macro theme; PCA loading signal 0.23; model importance signal 0.02",0.0525631492278279,-0.0636836840030619,0.4933333333333333,0.936316315996938,0.0372410650283808,0.0372410650283808,0.0533355427165955,0.0007723934887675,Mostly unchanged: validation signal was neutral.,0.10225637529244198,0.10225637529244198,10.225637529244198
BOJ,JPY,cpi_index,Consumer Price Index,Inflation,"gdp_growth,inflation,unemployment",0.0356769060494593,0.0356769060494593,0.4230568741208751,0.0185300686900635,0.2118882974725932,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.73. strong positive Pearson correlation (0.73); Spearman 0.70; same macro theme; PCA loading signal 0.21; model importance signal 0.04",0.0471486281441175,-0.0111222306519061,0.5142857142857142,0.988877769348094,0.0352800992714308,0.0352800992714308,0.0505271060401503,0.0033784778960328,Mostly unchanged: validation signal was neutral.,0.09687196294479582,0.09687196294479582,9.687196294479582
BOJ,JPY,composite_pmi,S&P Global Composite PMI,Growth,"gdp_growth,inflation,unemployment",0.0351668642869841,0.0351668642869841,0.4475579730704282,0.0,0.2360756317683934,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.64. moderate positive Pearson correlation (0.64); Spearman 0.15; same macro theme; PCA loading signal 0.24",0.0464745851269462,-0.119242366737642,0.410958904109589,0.880757633262358,0.0309734841586626,0.0309734841586626,0.0443593003091398,-0.0021152848178064,Reduced: contribution moved against forward FX returns.,0.08504687548084382,0.08504687548084382,8.504687548084382
BOJ,JPY,retail_sales_yoy,Retail Sales (YoY),Growth,"gdp_growth,inflation,unemployment",0.0299625870765654,0.0299625870765654,0.3799305810965481,0.010178606404059,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.55. moderate positive Pearson correlation (0.55); Spearman 0.31; same macro theme; model importance signal 0.03",0.0395968998643069,-0.0151842954380454,0.581081081081081,0.9848157045619546,0.0295076263023067,0.0295076263023067,0.0422599424026312,0.0026630425383243,Mostly unchanged: validation signal was neutral.,0.08102192853126888,0.08102192853126888,8.102192853126889
BOJ,JPY,leading_economic_index,Leading Economic Index,Growth,"gdp_growth,inflation,unemployment",0.0315152305941222,0.0315152305941222,0.3432635446386152,0.0374446353471808,0.2320006974664118,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.31. weak negative Pearson correlation (-0.31); Spearman -0.27; PCA loading signal 0.23; model importance signal 0.03",0.0416487877647929,-0.0991242967910826,0.4459459459459459,0.9008757032089174,0.028391305523271,0.028391305523271,0.0406611810742346,-0.0009876066905582,Mostly unchanged: validation signal was neutral.,0.07795673916461589,0.07795673916461589,7.795673916461589
BOJ,JPY,eco_watchers_current,Eco Watchers Survey Current,Sentiment,"gdp_growth,inflation,unemployment",0.0297907118360245,0.0297907118360245,0.4248108454022676,0.0056530914504787,0.2047005807097212,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.68. moderate positive Pearson correlation (0.68); Spearman 0.38; PCA loading signal 0.20",0.0393697590412711,-0.1273734076864415,0.48,0.8726265923135584,0.0259961673520653,0.0259961673520653,0.0372309356141453,-0.0021388234271258,Reduced: contribution moved against forward FX returns.,0.0713801778464738,0.0713801778464738,7.13801778464738
BOJ,JPY,core_cpi_yoy,Core CPI (YoY),Inflation,"gdp_growth,inflation",0.0253158458159546,0.0253158458159546,0.5281973117857097,0.021460141406458,0.2359210660315635,"Linked to gdp_growth, inflation; strongest target link is inflation with Pearson 0.96. strong positive Pearson correlation (0.96); Spearman 0.94; same macro theme; PCA loading signal 0.24; model importance signal 0.04",0.0334560233131075,-0.0070485257833672,0.4794520547945205,0.9929514742166328,0.0251374064239931,0.0251374064239931,0.0360010438232518,0.0025450205101442,Mostly unchanged: validation signal was neutral.,0.06902219534300577,0.06902219534300577,6.902219534300577
BOJ,JPY,tankan_large_non_manufacturing_index,Tankan Large Non-Manufacturing Index,Sentiment,"gdp_growth,inflation,unemployment",0.0295411590458273,0.0295411590458273,0.49127734911533,0.0,0.2133580552271639,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.59. moderate negative Pearson correlation (-0.59); Spearman -0.52; PCA loading signal 0.21",0.039039963859732,-0.154658703411702,0.44,0.845341296588298,0.0249723616905208,0.0249723616905208,0.0357646716779989,-0.0032752921817331,Reduced: contribution moved against forward FX returns.,0.06856901613899742,0.06856901613899742,6.856901613899742
BOJ,JPY,ppi_yoy,PPI (YoY),Inflation,"gdp_growth,inflation,unemployment",0.0265894256401373,0.0265894256401373,0.2454504428043555,0.0190019821381599,0.1624672141296354,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.38. weak positive Pearson correlation (0.38); Spearman 0.41; same macro theme; PCA loading signal 0.16; model importance signal 0.02",0.0351391160526796,-0.0618976745690937,0.5540540540540541,0.9381023254309062,0.0249436020248849,0.0249436020248849,0.0357234829425568,0.0005843668898772,Mostly unchanged: validation signal was neutral.,0.06849004795803083,0.06849004795803083,6.849004795803084
BOJ,JPY,tankan_non_manufacturing_outlook,Tankan Non-Manufacturing Outlook,Sentiment,"gdp_growth,inflation,unemployment",0.0290688625781807,0.0290688625781807,0.4875229653564024,0.0,0.2286753286219133,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.50. moderate negative Pearson correlation (-0.50); Spearman -0.47; PCA loading signal 0.23",0.0384158029390518,-0.1710271989144952,0.48,0.8289728010855048,0.024097296435804,0.024097296435804,0.0345114293167188,-0.003904373622333,Reduced: contribution moved against forward FX returns.,0.06616626527718654,0.06616626527718654,6.616626527718654
ECB,EUR,cpi_headline_yoy,Headline HICP (YoY),Inflation,"gdp_growth,inflation,unemployment",0.1099239543319379,0.1099239543319379,0.4136463432288657,0.1625066356542538,0.4592560903435156,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.81. strong positive Pearson correlation (0.81); Spearman 0.85; same macro theme; PCA loading signal 0.46; model importance signal 0.40",0.2396428320469447,-0.1017394464538074,0.4533333333333333,0.8982605535461925,0.0987403520661929,0.0987403520661929,0.2217555700042883,-0.0178872620426563,Reduced: contribution moved against forward FX returns.,0.22779010083559398,0.22779010083559398,22.7790100835594
ECB,EUR,core_cpi_yoy,Core HICP (YoY),Inflation,"gdp_growth,unemployment",0.0605148664810933,0.0605148664810933,0.3493524743449995,0.039015976987036,0.3428500401250067,"Linked to gdp_growth, unemployment; strongest target link is unemployment with Pearson -0.68. moderate negative Pearson correlation (-0.68); Spearman -0.48; PCA loading signal 0.34; model importance signal 0.05",0.1319271497519122,0.0163681306216741,0.52,1.016368130621674,0.061505381720209,0.061505381720209,0.1381315814283603,0.006204431676448,Mostly unchanged: validation signal was neutral.,0.1418904916865798,0.1418904916865798,14.18904916865798
ECB,EUR,construction_output_yoy,Construction Output (YoY),Growth,"gdp_growth,inflation,unemployment",0.056797963545026,0.056797963545026,0.1635770869799424,0.0413982281315537,0.5252143092080225,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.40. weak positive Pearson correlation (0.40); Spearman 0.28; same macro theme; PCA loading signal 0.53; model importance signal 0.07",0.1238240101636743,-0.0892138637536865,0.410958904109589,0.9107861362463134,0.0517307977638332,0.0517307977638332,0.1161793765653696,-0.0076446335983047,Mostly unchanged: validation signal was neutral.,0.11934091171793434,0.11934091171793434,11.934091171793435
ECB,EUR,consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,"gdp_growth,inflation,unemployment",-0.0414861088775709,0.0414861088775709,0.1423450142136271,0.0196908173706432,0.5136478377762088,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson 0.34. weak positive Pearson correlation (0.34); Spearman 0.70; PCA loading signal 0.51; model importance signal 0.01",0.0904429674355376,0.2136051836788592,0.5866666666666667,1.2136051836788593,-0.0503477567844856,0.0503477567844856,0.1130732802805507,0.022630312845013,Increased: contribution aligned with forward FX returns.,-0.11615029068455833,0.11615029068455833,11.615029068455833
ECB,EUR,zew_economic_sentiment,ZEW Economic Sentiment Index,Sentiment,"gdp_growth,inflation,unemployment",-0.0412324582449716,0.0412324582449716,0.4375562493649128,0.0281139780545117,0.3356168132550794,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson 0.48. moderate positive Pearson correlation (0.48); Spearman 0.37; PCA loading signal 0.34; model importance signal 0.02",0.0898899891851098,-0.0430065639965273,0.4933333333333333,0.9569934360034726,-0.0394591918907251,0.0394591918907251,0.0886192464026296,-0.0012707427824802,Mostly unchanged: validation signal was neutral.,-0.09103080059562407,0.09103080059562407,9.103080059562407
ECB,EUR,economic_sentiment,Economic Sentiment,Sentiment,"gdp_growth,inflation,unemployment",0.0368933277779852,0.0368933277779852,0.1068620893326343,0.0566862908724148,0.4192522596323578,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.27. weak positive Pearson correlation (0.27); Spearman 0.44; PCA loading signal 0.42; model importance signal 0.10",0.0804303448332537,-0.237568280974238,0.4078947368421052,0.7624317190257619,0.0281286433183501,0.0281286433183501,0.0631725854929754,-0.0172577593402783,Reduced: contribution moved against forward FX returns.,0.06489167157880962,0.06489167157880962,6.489167157880963
ECB,EUR,consumer_confidence,Consumer Confidence,Sentiment,"gdp_growth,inflation,unemployment",-0.0229449701302566,0.0229449701302566,0.3604265864869358,0.0338446352594538,0.3070804442109299,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.20. weak positive Pearson correlation (0.20); Spearman 0.40; PCA loading signal 0.31; model importance signal 0.04",0.0500218324264711,0.076918084319364,0.5263157894736842,1.076918084319364,-0.024709853277441,0.024709853277441,0.0554945114494621,0.005472679022991,Mostly unchanged: validation signal was neutral.,-0.05700465768977322,0.05700465768977322,5.700465768977322
ECB,EUR,cpi_headline_mom,Headline HICP (MoM),Inflation,"gdp_growth,inflation,unemployment",0.0270834414774182,0.0270834414774182,0.1224977757676723,0.0193249605989661,0.3774808594230368,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.20. weak positive Pearson correlation (0.20); Spearman 0.20; same macro theme; PCA loading signal 0.38; model importance signal 0.02",0.0590440241771802,-0.2407782988983867,0.3661971830985915,0.7592217011016132,0.0205623365101714,0.0205623365101714,0.0461798298063216,-0.0128641943708586,Reduced: contribution moved against forward FX returns.,0.04743649996231934,0.04743649996231934,4.743649996231934
ECB,EUR,composite_pmi,Composite PMI,Growth,inflation,-0.0153157701786116,0.0153157701786116,0.2728277562399206,0.0317046417267982,0.3867684281633559,Linked to inflation; strongest target link is inflation with Pearson -0.27. weak negative Pearson correlation (-0.27); Spearman -0.20; PCA loading signal 0.39; model importance signal 0.03,0.0333895788492049,0.2725257082007937,0.5789473684210527,1.2725257082007937,-0.0194897112931784,0.0194897112931784,0.0437708793476903,0.0103813004984854,Increased: contribution aligned with forward FX returns.,-0.044961995859135254,0.044961995859135254,4.4961995859135255
