central_bank_code,currency,indicator_key,indicator,indicator_category,target_families,initial_signed_weight,initial_abs_weight,avg_abs_correlation,avg_model_importance,avg_pca_score,economic_rationale,initial_normalized_abs_weight,impact_score,contribution_hit_rate,refinement_multiplier,refined_signed_weight,refined_abs_weight,refined_normalized_abs_weight,weight_change,refinement_rationale
BOC,CAD,manufacturing_pmi,Manufacturing PMI,Growth,"gdp_growth,inflation,unemployment",0.038687036231764595,0.038687036231764595,0.3531842144501758,0.0276737555405183,0.3679183096955488,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.41. moderate negative Pearson correlation (-0.41); Spearman -0.40; PCA loading signal 0.37; model importance signal 0.01",0.053226485453600196,-0.21985778729080901,0.40816326530612246,0.780142212709191,0.030181390049009476,0.030181390049009476,0.04290976950858377,-0.010316715945016423,Reduced: contribution moved against forward FX returns.
BOC,CAD,balance_of_trade,Balance of Trade,Trade,"gdp_growth,inflation,unemployment",0.03713303082914203,0.03713303082914203,0.30385812976699716,0.026104553667446767,0.2338486366816714,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.36. weak negative Pearson correlation (-0.36); Spearman -0.45; PCA loading signal 0.23; model importance signal 0.05",0.05108845023523958,-0.20281153968219098,0.4189189189189189,0.797188460317809,0.02960202367361747,0.02960202367361747,0.042086067300410944,-0.009002382934828634,Reduced: contribution moved against forward FX returns.
BOC,CAD,exports,Exports,Trade,"gdp_growth,inflation,unemployment",0.0333564046264773,0.0333564046264773,0.43737044336757314,0.07370075052566476,0.2886449814289138,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.79. strong negative Pearson correlation (-0.79); Spearman -0.60; PCA loading signal 0.29; model importance signal 0.21",0.045892483854264345,-0.13265540898632736,0.4864864864864865,0.8673445910136727,0.02893149712843853,0.02893149712843853,0.04113275999891508,-0.004759723855349264,Reduced: contribution moved against forward FX returns.
BOC,CAD,new_housing_price_index_mom,New Housing Price Index (MoM),Housing,"gdp_growth,inflation,unemployment",-0.026984602905068197,0.026984602905068197,0.1352103313142002,0.008668900707870367,0.3142587968528253,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson 0.27. weak positive Pearson correlation (0.27); Spearman 0.31; PCA loading signal 0.31; model importance signal 0.03",0.037126017237228866,-0.08805870155760695,0.515625,0.911941298442393,-0.024608373811200263,0.024608373811200263,0.03498644848713081,-0.0021395687500980545,Mostly unchanged: validation signal was neutral.
BOC,CAD,imports,Imports,Trade,"gdp_growth,inflation,unemployment",0.0249490385005521,0.0249490385005521,0.3723276344515232,0.0,0.3276857085120525,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.71. strong negative Pearson correlation (-0.71); Spearman -0.31; PCA loading signal 0.33",0.03432544242664456,-0.0689534238805621,0.4864864864864865,0.9310465761194379,0.023228716873411066,0.023228716873411066,0.03302494965936573,-0.001300492767278831,Mostly unchanged: validation signal was neutral.
BOC,CAD,retail_sales_ex_autos_mom,Retail Sales Ex Autos (MoM),Growth,gdp_growth,0.02571506160918533,0.02571506160918533,0.944682911554944,0.0382714500861866,0.2768860914433692,Linked to gdp_growth; strongest target link is gdp_growth with Pearson 0.94. strong positive Pearson correlation (0.94); Spearman 0.85; same macro theme; PCA loading signal 0.28; model importance signal 0.04,0.035379354067860205,-0.097026339731289,0.4857142857142857,0.902973660268711,0.023220023305281487,0.023220023305281487,0.03301258975798141,-0.0023667643098787966,Mostly unchanged: validation signal was neutral.
BOC,CAD,vehicle_sales_mom,Vehicle Sales (MoM),Growth,"gdp_growth,inflation,unemployment",-0.024432384450801765,0.024432384450801765,0.2033854425493841,0.0,0.20220844953276793,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson 0.38. weak positive Pearson correlation (0.38); Spearman 0.37; PCA loading signal 0.20",0.03361461828651565,-0.08293185961110226,0.4782608695652174,0.9170681403888977,-0.022406161373563396,0.022406161373563396,0.03185549832365298,-0.001759119962862668,Mostly unchanged: validation signal was neutral.
BOC,CAD,cfib_business_barometer,CFIB Business Barometer,Sentiment,"gdp_growth,inflation,unemployment",0.023959503256223598,0.023959503256223598,0.17789838005228717,0.022479469804226566,0.2645266355697165,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.23. weak negative Pearson correlation (-0.23); Spearman -0.15; PCA loading signal 0.26; model importance signal 0.02",0.03296401781472687,-0.1263343565888213,0.4444444444444444,0.8736656434111787,0.02093259482816082,0.02093259482816082,0.029760485445978722,-0.003203532368748145,Reduced: contribution moved against forward FX returns.
BOC,CAD,budget_balance,Budget Balance,Growth,"gdp_growth,inflation,unemployment",0.022165876299863732,0.022165876299863732,0.3835088176639651,0.13454611483424997,0.2516379907446192,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.69. moderate negative Pearson correlation (-0.69); Spearman -0.59; PCA loading signal 0.25; model importance signal 0.04",0.03049630592979608,-0.1873321324525184,0.4583333333333333,0.8126678675474817,0.01801349542493152,0.01801349542493152,0.025610316008394304,-0.004885989921401775,Reduced: contribution moved against forward FX returns.
BOC,CAD,core_cpi_mom,Core CPI (MoM),Inflation,"gdp_growth,inflation,unemployment",0.0191156802711125,0.0191156802711125,0.2666729039915066,0.006317917740381634,0.33478912414726486,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.38. weak positive Pearson correlation (0.38); Spearman 0.32; same macro theme; PCA loading signal 0.33; model importance signal 0.02",0.026299778349281766,-0.06459397078577876,0.5111111111111111,0.9354060292142212,0.01788092257812997,0.01788092257812997,0.025421833294705043,-0.0008779450545767231,Mostly unchanged: validation signal was neutral.
BOC,CAD,retail_sales_mom,Retail Sales (MoM),Growth,"inflation,unemployment",-0.014649595799198133,0.014649595799198133,0.0810576176671059,0.0,0.2821038372612122,"Linked to inflation, unemployment; strongest target link is unemployment with Pearson 0.11. weak positive Pearson correlation (0.11); Spearman -0.01; PCA loading signal 0.28",0.020155239937116685,-0.013937180297012415,0.5,0.9860628197029876,-0.014445421741266352,0.014445421741266352,0.02053748075769515,0.00038224082057846526,Mostly unchanged: validation signal was neutral.
BOC,CAD,new_motor_vehicle_sales,New Motor Vehicle Sales,Growth,"gdp_growth,inflation,unemployment",0.012902579506752465,0.012902579506752465,0.17121850431204935,0.0032896360933462004,0.2015110234135562,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.24. weak positive Pearson correlation (0.24); Spearman 0.04; same macro theme; PCA loading signal 0.20; model importance signal 0.01",0.017751656040950636,0.048015245258553496,0.5405405405405406,1.0480152452585534,0.013522100026237169,0.013522100026237169,0.019224767131522297,0.0014731110905716605,Mostly unchanged: validation signal was neutral.
BOC,CAD,new_housing_price_index_yoy,New Housing Price Index (YoY),Housing,"gdp_growth,inflation,unemployment",0.012696870154716435,0.012696870154716435,0.15175884421714558,0.1256197306059231,0.2951192593948749,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.43. moderate positive Pearson correlation (0.43); Spearman 0.28; PCA loading signal 0.30; model importance signal 0.38",0.017468636536219866,0.007098951397897428,0.5161290322580645,1.0070989513978974,0.01278700461885018,0.01278700461885018,0.018179660380422562,0.0007110238442026955,Mostly unchanged: validation signal was neutral.
BOC,CAD,ppi_mom,PPI (MoM),Inflation,"gdp_growth,inflation,unemployment",0.009163410622786333,0.009163410622786333,0.1039701297021788,0.010462399302126233,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.01. weak positive Pearson correlation (0.01); Spearman -0.02; same macro theme; model importance signal 0.03",0.012607224272678684,0.09802268922787534,0.5211267605633803,1.0980226892278753,0.01006163277453113,0.01006163277453113,0.014304919108565458,0.0016976948358867743,Mostly unchanged: validation signal was neutral.
BOC,CAD,unemployment_rate,Unemployment Rate,Labor,"gdp_growth,inflation",-0.011675734969682432,0.011675734969682432,0.3804120432380576,0.01160813468817045,0.3419538347147182,"Linked to gdp_growth, inflation; strongest target link is inflation with Pearson -0.65. moderate negative Pearson correlation (-0.65); Spearman -0.71; PCA loading signal 0.34; model importance signal 0.02",0.016063736022601676,-0.18272730098943948,0.4666666666666667,0.8172726990105605,-0.009542259431604347,0.009542259431604347,0.013566510758330366,-0.00249722526427131,Reduced: contribution moved against forward FX returns.
BOC,CAD,raw_materials_prices_mom,Raw Materials Prices (MoM),Inflation,"gdp_growth,inflation,unemployment",-0.010871747526889766,0.010871747526889766,0.34876747843941486,0.0,0.217349393707546,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.65. moderate positive Pearson correlation (0.65); Spearman 0.30; PCA loading signal 0.22",0.014957592205527757,-0.14877303091153685,0.4520547945205479,0.8512269690884632,-0.009254324696009371,0.009254324696009371,0.013157145479997174,-0.0018004467255305825,Reduced: contribution moved against forward FX returns.
BOC,CAD,core_cpi_yoy,Core CPI (YoY),Inflation,gdp_growth,-0.006547838696679133,0.006547838696679133,0.0472005279593554,0.0,0.3682846424639844,Linked to gdp_growth; strongest target link is gdp_growth with Pearson -0.05. weak negative Pearson correlation (-0.05); Spearman -0.02; PCA loading signal 0.37,0.009008662205432937,0.09428762115372002,0.5066666666666667,1.09428762115372,-0.007165218831087283,0.007165218831087283,0.01018700225606772,0.0011783400506347828,Mostly unchanged: validation signal was neutral.
BOC,CAD,wholesale_sales_mom,Wholesale Sales (MoM),Growth,"gdp_growth,inflation,unemployment",0.006155659238182199,0.006155659238182199,0.3028040190837384,0.0097661694689475,0.2825079123473913,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.85. strong positive Pearson correlation (0.85); Spearman 0.26; same macro theme; PCA loading signal 0.28; model importance signal 0.03",0.008469092978215973,0.04571007300513965,0.5205479452054794,1.0457100730051396,0.0064370348713542695,0.0064370348713542695,0.009151721713281158,0.0006826287350651852,Mostly unchanged: validation signal was neutral.
BOC,CAD,manufacturing_sales_mom,Manufacturing Sales (MoM),Growth,"gdp_growth,inflation,unemployment",0.006562575809665964,0.006562575809665964,0.31029818631995826,0.012516405849794666,0.2961141172266595,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.87. strong positive Pearson correlation (0.87); Spearman 0.22; same macro theme; PCA loading signal 0.30; model importance signal 0.04",0.009028937853464552,-0.06309076609755568,0.4520547945205479,0.9369092339024443,0.006148537874260851,0.006148537874260851,0.008741557051246202,-0.0002873808022183493,Mostly unchanged: validation signal was neutral.
BOC,CAD,gdp_mom,GDP (MoM),Growth,"gdp_growth,inflation,unemployment",0.0059200559884897315,0.0059200559884897315,0.3068576515385324,0.0,0.3029410682734002,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.90. strong positive Pearson correlation (0.90); Spearman 0.45; same macro theme; PCA loading signal 0.30",0.008144944783780738,0.036291572090164176,0.4492753623188406,1.0362915720901642,0.006134904127173815,0.006134904127173815,0.00872217355220613,0.0005772287684253918,Mostly unchanged: validation signal was neutral.
BOC,CAD,part_time_employment_change,Part-Time Employment Change,Labor,"gdp_growth,inflation,unemployment",-0.0030072234519313013,0.0030072234519313013,0.2592494598851946,0.020601282670972266,0.2598300173507031,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.73. strong positive Pearson correlation (0.73); Spearman 0.42; PCA loading signal 0.26; model importance signal 0.05",0.004137404952941931,0.044923273445237354,0.6,1.0449232734452374,-0.003142317773373342,0.003142317773373342,0.004467525556617015,0.0003301206036750836,Mostly unchanged: validation signal was neutral.
BOE,GBP,retail_price_index_yoy,Retail Price Index (YoY),Inflation,"gdp_growth,inflation,unemployment",0.04436806671307843,0.04436806671307843,0.5979164054232052,0.0812440794673253,0.2535130341110903,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.90. strong positive Pearson correlation (0.90); Spearman 0.91; same macro theme; PCA loading signal 0.25; model importance signal 0.04",0.06621321985582702,-0.0849188114803865,0.4533333333333333,0.9150811885196135,0.04060038322012131,0.04060038322012131,0.06559379666779312,-0.0006194231880339018,Mostly unchanged: validation signal was neutral.
BOE,GBP,cpi_headline_yoy,Headline CPI (YoY),Inflation,"gdp_growth,inflation,unemployment",0.0425780752675698,0.0425780752675698,0.5900802416607784,0.0,0.2486118719189385,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.91. strong positive Pearson correlation (0.91); Spearman 0.93; same macro theme; PCA loading signal 0.25",0.06354190451797447,-0.09893820982988083,0.44,0.9010617901701192,0.03836547672259452,0.03836547672259452,0.06198309177430705,-0.001558812743667412,Mostly unchanged: validation signal was neutral.
BOE,GBP,avg_earnings_excl_bonus,Average Earnings (excl. Bonus),Labor,"gdp_growth,inflation,unemployment",0.03284162917138713,0.03284162917138713,0.41138575429920027,0.008363897083472934,0.2915968584737229,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.64. moderate positive Pearson correlation (0.64); Spearman 0.61; PCA loading signal 0.29; model importance signal 0.03",0.04901160167313767,0.05785070290964467,0.5416666666666666,1.0578507029096447,0.03474154050364977,0.03474154050364977,0.05612827670535207,0.007116675032214401,Mostly unchanged: validation signal was neutral.
BOE,GBP,avg_earnings_incl_bonus,Average Earnings (incl. Bonus),Labor,"gdp_growth,inflation,unemployment",0.0353901206972915,0.0353901206972915,0.43072083437762515,0.08498192204646793,0.2454055105116915,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.62. moderate positive Pearson correlation (0.62); Spearman 0.65; PCA loading signal 0.25",0.052814873760620294,-0.025742897676618755,0.5068493150684932,0.9742571023233813,0.034479076441417934,0.034479076441417934,0.05570424094595299,0.0028893671853326974,Mostly unchanged: validation signal was neutral.
BOE,GBP,ppi_output_yoy,PPI Output (YoY),Inflation,"gdp_growth,inflation,unemployment",0.03747235029395353,0.03747235029395353,0.4772837352190849,0.0,0.2812314370314687,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.56. moderate positive Pearson correlation (0.56); Spearman 0.47; same macro theme; PCA loading signal 0.28",0.05592231423048987,-0.15621670921910236,0.4925373134328358,0.8437832907808976,0.031618543044326645,0.031618543044326645,0.05108277604516733,-0.004839538185322539,Reduced: contribution moved against forward FX returns.
BOE,GBP,ppi_core_output_yoy,PPI Core Output (YoY),Inflation,"gdp_growth,inflation,unemployment",0.03679089197234673,0.03679089197234673,0.46546187665755606,0.0304942787645627,0.2791065365445043,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.60. moderate positive Pearson correlation (0.60); Spearman 0.48; same macro theme; PCA loading signal 0.28; model importance signal 0.03",0.05490533167943737,-0.14658223543559987,0.48484848484848486,0.8534177645644001,0.03139800078337048,0.03139800078337048,0.05072646895950799,-0.0041788627199293785,Reduced: contribution moved against forward FX returns.
BOE,GBP,ppi_input_yoy,PPI Input (YoY),Inflation,"gdp_growth,inflation,unemployment",0.0354253344362014,0.0354253344362014,0.4545481355448944,0.012934731896671601,0.2980000646450012,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.44. moderate positive Pearson correlation (0.44); Spearman 0.32; same macro theme; PCA loading signal 0.30",0.05286742540889167,-0.15510977889886493,0.4626865671641791,0.8448902211011351,0.029930518644383855,0.029930518644383855,0.048355611410789034,-0.004511813998102639,Reduced: contribution moved against forward FX returns.
BOE,GBP,retail_price_index_mom,Retail Price Index (MoM),Inflation,"gdp_growth,inflation,unemployment",0.03172624224650933,0.03172624224650933,0.33608781886210054,0.0169973740847086,0.2117028743733909,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.36. weak positive Pearson correlation (0.36); Spearman 0.41; same macro theme; PCA loading signal 0.21; model importance signal 0.01",0.04734704053372975,-0.06379613727897743,0.5070422535211268,0.9362038627210225,0.029702230540804925,0.029702230540804925,0.04798679017659903,0.0006397496428692806,Mostly unchanged: validation signal was neutral.
BOE,GBP,cbi_industrial_trends_orders,CBI Industrial Trends Orders,Sentiment,"gdp_growth,inflation,unemployment",0.03459675629696146,0.03459675629696146,0.46603832350694413,0.040999253674529904,0.2788656517782382,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.69. moderate positive Pearson correlation (0.69); Spearman 0.65; PCA loading signal 0.28; model importance signal 0.04",0.05163088682234438,-0.1882340873991825,0.4342105263157895,0.8117659126008175,0.028084467448431003,0.028084467448431003,0.045373139394966865,-0.006257747427377516,Reduced: contribution moved against forward FX returns.
BOE,GBP,ppi_core_output_mom,PPI Core Output (MoM),Inflation,"gdp_growth,inflation,unemployment",0.028558222965491632,0.028558222965491632,0.31581832880622734,0.010848058274613335,0.23824550686843823,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.24. weak positive Pearson correlation (0.24); Spearman 0.15; same macro theme; PCA loading signal 0.24; model importance signal 0.02",0.0426192087235668,-0.12170239160411794,0.5,0.878297608395882,0.025082618930627652,0.025082618930627652,0.040523366420244664,-0.0020958423033221388,Reduced: contribution moved against forward FX returns.
BOE,GBP,cpi_headline_mom,Headline CPI (MoM),Inflation,"gdp_growth,inflation,unemployment",0.0293497111139443,0.0293497111139443,0.31375817331280437,0.0,0.2016623350347221,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.35. weak positive Pearson correlation (0.35); Spearman 0.35; same macro theme; PCA loading signal 0.20",0.04380039561470826,-0.182756704214557,0.4264705882352941,0.817243295785443,0.023985854641110485,0.023985854641110485,0.03875143896308135,-0.005048956651626912,Reduced: contribution moved against forward FX returns.
BOE,GBP,employment_change,Employment Change,Labor,"gdp_growth,inflation,unemployment",0.020916494919597798,0.020916494919597798,0.20361405702880586,0.007020796557284534,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.10. weak negative Pearson correlation (-0.10); Spearman -0.09; same macro theme; model importance signal 0.02",0.03121498364309787,0.0355561322179152,0.5753424657534246,1.0355561322179152,0.02166020457849437,0.02166020457849437,0.03499412917364863,0.0037791455305507607,Mostly unchanged: validation signal was neutral.
BOE,GBP,core_cpi_yoy,Core CPI (YoY),Inflation,"gdp_growth,unemployment",0.021498744004783035,0.021498744004783035,0.40571328860159495,0.011119538491854,0.2420081755740031,"Linked to gdp_growth, unemployment; strongest target link is unemployment with Pearson -0.56. moderate negative Pearson correlation (-0.56); Spearman -0.58; PCA loading signal 0.24; model importance signal 0.02",0.032083910092779305,-0.06199160541510692,0.4666666666666667,0.938008394584893,0.02016600234951813,0.02016600234951813,0.03258010276762551,0.0004961926748462062,Mostly unchanged: validation signal was neutral.
BOE,GBP,core_cpi_mom,Core CPI (MoM),Inflation,"gdp_growth,inflation,unemployment",0.023215964103924097,0.023215964103924097,0.2359952453369949,0.0044528641776833,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.29. weak positive Pearson correlation (0.29); Spearman 0.35; same macro theme; model importance signal 0.01",0.03464662423357273,-0.18277269896158582,0.4,0.8172273010384141,0.018972719685654595,0.018972719685654595,0.030652240658632507,-0.0039943835749402246,Reduced: contribution moved against forward FX returns.
BOE,GBP,ppi_output_mom,PPI Output (MoM),Inflation,"gdp_growth,inflation,unemployment",0.018704493903133966,0.018704493903133966,0.1939234429763458,0.0133012867207851,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.34. weak positive Pearson correlation (0.34); Spearman 0.59",0.027913877228622087,-0.10043198838795972,0.5,0.8995680116120403,0.016825964388651752,0.016825964388651752,0.027183952448551627,-0.0007299247800704595,Reduced: contribution moved against forward FX returns.
BOE,GBP,hmrc_payrolls_change,HMRC Payrolls Change,Labor,"gdp_growth,inflation,unemployment",0.017192568265922765,0.017192568265922765,0.3686893005783693,0.020637853957931968,0.3342432743865316,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.38. weak negative Pearson correlation (-0.38); Spearman -0.48; same macro theme; PCA loading signal 0.33; model importance signal 0.04",0.025657536755873536,-0.025004447944775948,0.43902439024390244,0.974995552055224,0.01676267758768049,0.01676267758768049,0.027081706577320376,0.0014241698214468405,Mostly unchanged: validation signal was neutral.
BOE,GBP,consumer_confidence,Consumer Confidence,Sentiment,"gdp_growth,inflation,unemployment",-0.01621384173697197,0.01621384173697197,0.46577084466477253,0.025353054665435165,0.2538327099793193,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson 0.53. moderate positive Pearson correlation (0.53); Spearman 0.52; PCA loading signal 0.25; model importance signal 0.03",0.02419692240773817,-0.015535017854972851,0.5,0.9844649821450272,-0.015961959416090406,0.015961959416090406,0.0257880698978159,0.0015911474900777295,Mostly unchanged: validation signal was neutral.
BOE,GBP,manufacturing_pmi,Manufacturing PMI,Growth,"gdp_growth,inflation,unemployment",-0.015662041079106966,0.015662041079106966,0.2022992055011237,0.0009785694611947,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson -0.43. moderate negative Pearson correlation (-0.43); Spearman -0.47",0.02337343603606276,-0.0021764463454982536,0.5172413793103449,0.9978235536545017,-0.0156279534870373,0.0156279534870373,0.025248451419897466,0.0018750153838347043,Mostly unchanged: validation signal was neutral.
BOE,GBP,core_rpi_mom,Core RPI (MoM),Inflation,"gdp_growth,inflation,unemployment",0.014043183185225,0.014043183185225,0.0805778899251733,0.0,0.2096635849527767,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.07. weak positive Pearson correlation (0.07); Spearman 0.26; same macro theme; PCA loading signal 0.21",0.02095751391946192,-0.021108527323868826,0.4090909090909091,0.9788914726761312,0.013746752269245582,0.013746752269245582,0.022209191186760534,0.0012516772672986134,Mostly unchanged: validation signal was neutral.
